Aesthetic Appreciation and Spanish Art : ||| ADJ NOUN CCONJ ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_punct
The direction of saccades is determined by an interaction between the goals of the observer and the physical properties of the different elements of the scene ( e.g. colour , texture , brightness etc ) . ||| DET NOUN ADP NOUN AUX VERB ADP DET NOUN ADP DET NOUN ADP DET NOUN CCONJ DET ADJ NOUN ADP DET ADJ NOUN ADP DET NOUN PUNCT ADV NOUN PUNCT NOUN PUNCT NOUN NOUN PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_R_conj SHIFT REDUCE_R_punct REDUCE_R_appos REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct
Importantly , studying eye movements offers an insight that does not depend on the participants ’ beliefs , memories or subjective impressions of the artwork . ||| ADV PUNCT VERB NOUN NOUN VERB DET NOUN PRON AUX PART VERB ADP DET NOUN PART NOUN PUNCT NOUN CCONJ ADJ NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_R_obj SHIFT REDUCE_L_csubj REDUCE_L_advmod SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_det SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj SHIFT REDUCE_R_punct
Zurbarán ’s cycle of Jacob and his Sons has been on display in the Long Room at Auckland Castle for over 250 years . ||| PROPN PART NOUN ADP PROPN CCONJ PRON NOUN AUX AUX ADP NOUN ADP DET PROPN PROPN ADP PROPN PROPN ADP ADV NUM NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_case SHIFT REDUCE_L_nmod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_L_cop REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_nummod REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct
It is the only cycle to be preserved in purpose - built surroundings in the UK , and one of very few of its kind in the world . ||| PRON AUX DET ADJ NOUN PART AUX VERB ADP NOUN PUNCT VERB NOUN ADP DET PROPN PUNCT CCONJ NUM ADP ADV ADJ ADP PRON NOUN ADP DET NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_acl SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_nmod REDUCE_R_conj SHIFT REDUCE_R_punct
It has a long history in scholarship ( Baron & Beresford 2014 ) , but many key aspects of its production and significance have not yet been fully understood . ||| PRON VERB DET ADJ NOUN ADP NOUN PUNCT PROPN CCONJ PROPN NUM PUNCT PUNCT CCONJ ADJ ADJ NOUN ADP PRON NOUN CCONJ NOUN AUX PART ADV AUX ADV VERB PUNCT ||| SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_R_nmod SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_advmod REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_R_punct
In this study we used eye - tracking in the first stage of exploring audience experience of the extensive Spanish art collections of County Durham , of which the 13 Zurbarán artworks ( there are actually only 12 Zurbarán artworks , the 13th Benjamin , is a copy by Arthur Pond ) are a key part of , to investigate the ways in which audiences look at Spanish art , how aesthetic experience is evaluated and whether audiences can be encouraged to approach art in different ways . ||| ADP DET NOUN PRON VERB NOUN PUNCT NOUN ADP DET ADJ NOUN SCONJ VERB NOUN NOUN ADP DET ADJ ADJ NOUN NOUN ADP PROPN PROPN PUNCT ADP PRON DET NUM PROPN NOUN PUNCT PRON VERB ADV ADV NUM PROPN NOUN PUNCT DET ADJ PROPN PUNCT AUX DET NOUN ADP PROPN PROPN PUNCT AUX DET ADJ NOUN ADP PUNCT PART VERB DET NOUN ADP PRON NOUN VERB ADP ADJ NOUN PUNCT ADV ADJ NOUN AUX VERB CCONJ SCONJ NOUN AUX AUX VERB PART VERB NOUN ADP ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_nummod REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_expl REDUCE_L_punct SHIFT REDUCE_R_advmod SHIFT SHIFT REDUCE_L_advmod SHIFT SHIFT REDUCE_L_compound REDUCE_L_nummod REDUCE_R_nsubj SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_punct SHIFT REDUCE_R_appos SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_flat REDUCE_R_nmod REDUCE_R_parataxis SHIFT REDUCE_R_punct REDUCE_R_parataxis SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_nmod SHIFT REDUCE_R_nmod REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark REDUCE_L_cc SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_conj REDUCE_R_conj REDUCE_R_acl REDUCE_R_obj REDUCE_R_advcl SHIFT REDUCE_R_punct
This pilot project primarily investigated how participants visually explore artworks and provides new insights into the potential eye - tracking has to transform the ways we understand visual processing in arts and culture and at the same time offer a direct way of studying several important factors of a museum visit , namely to assess the effects of label characteristics on visitor visual behaviour . ||| DET NOUN NOUN ADV VERB ADV NOUN ADV VERB NOUN CCONJ VERB ADJ NOUN ADP DET NOUN NOUN PUNCT NOUN VERB PART VERB DET NOUN PRON VERB ADJ NOUN ADP NOUN CCONJ NOUN CCONJ ADP DET ADJ NOUN VERB DET ADJ NOUN SCONJ VERB ADJ ADJ NOUN ADP DET NOUN NOUN PUNCT ADV PART VERB DET NOUN ADP NOUN NOUN ADP NOUN ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_nsubj SHIFT REDUCE_R_obj REDUCE_R_advcl REDUCE_R_obj SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT REDUCE_L_nsubj REDUCE_R_acl SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT REDUCE_L_obl REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj REDUCE_R_acl SHIFT SHIFT SHIFT SHIFT REDUCE_L_mark REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_compound REDUCE_L_case REDUCE_R_obl REDUCE_R_acl REDUCE_R_obj REDUCE_R_conj REDUCE_R_acl REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
1 Introduction ||| NUM NOUN ||| SHIFT SHIFT REDUCE_L_dep
Tenured and tenure - track university faculty play a special role in determining the speed and direction of scientific progress , both directly through their research and indirectly through their training of new researchers . ||| ADJ CCONJ NOUN PUNCT NOUN NOUN NOUN VERB DET ADJ NOUN SCONJ VERB DET NOUN CCONJ NOUN ADP ADJ NOUN PUNCT CCONJ ADV ADP PRON NOUN CCONJ ADV ADP PRON NOUN ADP ADJ NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_L_advmod REDUCE_L_cc REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_nmod REDUCE_L_case REDUCE_L_advmod REDUCE_L_cc SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_conj REDUCE_R_obl REDUCE_R_advcl SHIFT REDUCE_R_punct
Past studies establish that each of these efforts is strongly and positively influenced through various forms of faculty diversity , including ethnic , racial , and gender diversity . ||| ADJ NOUN VERB SCONJ DET ADP DET NOUN AUX ADV CCONJ ADV VERB ADP ADJ NOUN ADP NOUN NOUN PUNCT VERB ADJ PUNCT ADJ PUNCT CCONJ NOUN NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_amod SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_advmod REDUCE_L_aux REDUCE_L_nsubj REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl REDUCE_R_ccomp SHIFT REDUCE_R_punct
Measuring the composition and dynamics of a scientific workforce , particularly in a rapidly expanding field like computer science , is a crucial first step toward understanding how scholarly research is conducted and how it might be enhanced . ||| VERB DET NOUN CCONJ NOUN ADP DET ADJ NOUN PUNCT ADV ADP DET ADV VERB NOUN ADP NOUN NOUN PUNCT AUX DET ADJ ADJ NOUN SCONJ VERB ADV ADJ NOUN AUX VERB CCONJ ADV PRON AUX AUX VERB PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_L_advmod REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_csubj SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj REDUCE_R_advcl SHIFT SHIFT REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT REDUCE_L_aux REDUCE_L_aux REDUCE_L_nsubj REDUCE_R_advcl REDUCE_R_conj REDUCE_R_obj REDUCE_R_acl SHIFT REDUCE_R_punct
For many scientific fields , however , there is no central listing of all tenure - track faculty , making it difficult to define a rigorous sample frame for analysis . ||| ADP ADJ ADJ NOUN PUNCT ADV PUNCT PRON VERB DET ADJ NOUN ADP DET NOUN PUNCT NOUN NOUN PUNCT VERB PRON ADJ PART VERB DET ADJ NOUN NOUN ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_expl REDUCE_L_advmod REDUCE_L_obl SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_R_punct SHIFT REDUCE_L_compound SHIFT REDUCE_L_compound REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nsubj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_mark SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_R_obj SHIFT SHIFT REDUCE_L_case REDUCE_R_obl REDUCE_R_xcomp REDUCE_R_xcomp REDUCE_R_advcl SHIFT REDUCE_R_punct
Further , rates of adoption of services like GoogleScholar and ResearchGate vary within , and across disciplines . ||| ADV PUNCT NOUN ADP NOUN ADP NOUN ADP PROPN CCONJ PROPN VERB ADP PUNCT CCONJ ADP NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_L_nsubj REDUCE_L_advmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
For instance , gender representation in computing is an important issue with broad implications [ 5 ] , but without a full census of computing faculty , the degree of inequality and its possible sources are difficult to establish [ 6 ] . ||| ADP NOUN PUNCT NOUN NOUN ADP NOUN AUX DET ADJ NOUN ADP ADJ NOUN PUNCT NUM PUNCT PUNCT CCONJ ADP DET ADJ NOUN ADP NOUN NOUN PUNCT DET NOUN ADP NOUN CCONJ PRON ADJ NOUN AUX ADJ PART VERB PUNCT NUM PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_compound SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_nmod SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_det SHIFT SHIFT REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nmod REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_obl REDUCE_L_cc SHIFT SHIFT REDUCE_L_mark REDUCE_R_xcomp SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep REDUCE_R_conj SHIFT REDUCE_R_punct
Some disciplines , like political science , are organized around a single professional society , whose membership roll approximates a full census [ 7 ] . ||| DET NOUN PUNCT ADP ADJ NOUN PUNCT AUX VERB ADP DET ADJ ADJ NOUN PUNCT PRON NOUN NOUN VERB DET ADJ NOUN PUNCT NUM PUNCT PUNCT ||| SHIFT SHIFT REDUCE_L_det SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case REDUCE_L_punct REDUCE_R_nmod SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_nmod SHIFT REDUCE_L_nsubj REDUCE_L_punct SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_R_obj REDUCE_R_acl REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT REDUCE_R_punct
Although useful , such samples are not representative of the scientific workforce as a whole and thus have limited generalizability . ||| SCONJ ADJ PUNCT ADJ NOUN AUX PART ADJ ADP DET ADJ NOUN ADP DET NOUN CCONJ ADV VERB ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_L_mark SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_advcl SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cc SHIFT SHIFT REDUCE_L_amod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
One of the largest census efforts to date assembled , by hand , a nearly complete record of three academic fields : computer science , history , and business [ 19 ] . ||| NUM ADP DET ADJ NOUN NOUN ADP NOUN VERB PUNCT ADP NOUN PUNCT DET ADV ADJ NOUN ADP NUM ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN PUNCT CCONJ NOUN PUNCT NUM PUNCT PUNCT ||| SHIFT SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod SHIFT REDUCE_L_nsubj SHIFT SHIFT SHIFT REDUCE_L_case REDUCE_L_punct REDUCE_R_obl SHIFT SHIFT SHIFT SHIFT REDUCE_L_advmod SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_punct SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_nummod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_appos REDUCE_R_nmod REDUCE_R_obj SHIFT SHIFT REDUCE_L_punct SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT REDUCE_R_punct
This data set has shed considerable light on dramatic inequalities in faculty training , placement , and scholarly productivity [ 6 , 19 , 20 ] . ||| DET NOUN NOUN AUX VERB ADJ NOUN ADP ADJ NOUN ADP NOUN NOUN PUNCT NOUN PUNCT CCONJ ADJ NOUN PUNCT NUM PUNCT NUM PUNCT NUM PUNCT PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT REDUCE_L_aux REDUCE_L_nsubj SHIFT SHIFT REDUCE_L_amod REDUCE_R_obj SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_cc REDUCE_L_punct REDUCE_R_conj REDUCE_R_nmod REDUCE_R_obl SHIFT SHIFT REDUCE_L_punct SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT SHIFT REDUCE_L_punct REDUCE_R_conj SHIFT REDUCE_R_punct REDUCE_R_dep SHIFT REDUCE_R_punct
But , this data set is only a single snapshot of an evolving and expanding system and hence offers few insights into the changing composition and diversity trends within these academic fields . ||| CCONJ PUNCT DET NOUN NOUN AUX ADV DET ADJ NOUN ADP DET VERB CCONJ VERB NOUN CCONJ ADV VERB ADJ NOUN ADP DET VERB NOUN CCONJ NOUN NOUN ADP DET ADJ NOUN PUNCT ||| SHIFT SHIFT REDUCE_R_punct SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_det SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_advmod REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_cc SHIFT SHIFT SHIFT SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod SHIFT SHIFT SHIFT REDUCE_L_advmod REDUCE_L_cc SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_cc REDUCE_R_conj SHIFT SHIFT SHIFT SHIFT REDUCE_L_amod REDUCE_L_det REDUCE_L_case REDUCE_R_nmod REDUCE_R_nmod REDUCE_R_obj REDUCE_R_conj SHIFT REDUCE_R_punct
In some fields , yearly data on faculty numbers and composition are available in aggregate . ||| ADP DET NOUN PUNCT ADJ NOUN ADP NOUN NOUN CCONJ NOUN AUX ADJ ADP NOUN PUNCT ||| SHIFT SHIFT SHIFT REDUCE_L_det REDUCE_L_case SHIFT REDUCE_R_punct SHIFT SHIFT REDUCE_L_amod SHIFT SHIFT SHIFT REDUCE_L_compound REDUCE_L_case SHIFT SHIFT REDUCE_L_cc REDUCE_R_conj REDUCE_R_nmod SHIFT SHIFT REDUCE_L_cop REDUCE_L_nsubj REDUCE_L_obl SHIFT SHIFT REDUCE_L_case REDUCE_R_obl SHIFT REDUCE_R_punct
